id,code,nom,dci1,dosage1,unite_dosage1,forme,presentation,ppv,ph,prix_br,princeps_generique,taux_remboursement
4743,6118001101528,SYNNAX,LAMOTRIGINE,5,MG,COMPRIME DISPERSIBLE,1 BOITE 60 COMPRIME,72.5,45.2,72.5,G,70%
4744,6118010024610,MACROMAX 200 MG/5ML,AZITHROMYCINE,200,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,73,45.5,73,G,70%
4745,6118000140597,BRONCHOKOD,CARBOCYSTEINE,5,%,SIROP,1 FLACON 125 ML,20.6,13.6,20.6,G,0%
4746,6118000032588,MICROZIDE,GLICLAZIDE,80,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,61,38.1,61,G,70%
4747,6118001100071,OEDES,OMEPRAZOLE,20,MG,GELULE,1 BOITE 14 GELULE,55,34.299999999999997,55,G,70%
4748,6118000160373,CLAMOXYL,AMOXICILLINE,125,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML,25.4,15.8,25.4,P,70%
4749,6118000190349,DIFAL,DICLOFENAC,50,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,44.2,27.5,44.2,G,70%
4750,6118000033141,PRASTENOR 20MG,PRAVASTATINE,20,MG,COMPRIME SECABLE,1 BOITE 84 COMPRIME SECABLE,380.3,251.6,380.3,G,0%
4751,6118001160464,FORTZAAR,LOSARTAN / HYDROCHLOROTHIAZIDE,100 / 12.5,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,261,163.5,261,P,70%
4752,6118000140405,ROCGEL,BOEHMITE,200,G,SUSPENSION BUVABLE,1 FLACON 250 ML,30.9,20.399999999999999,30.9,P,0%
4753,6118001270118,FRAKIDEX COLLYRE,DEXAMETHASONE / FRAMYCETINE,5 / 31500,MG / UI,COLLYRE,1 FLACON 5 ML,39.6,26.2,39.6,G,0%
4754,6118010020032,VELITENE,ACIDE ASCORBIQUE (VITAMINE C) / ALPHATOCOFEROL,200 / 50,MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,74.5,49.25,74.5,G,0%
4755,6118001182442,VELITENE,ACIDE ASCORBIQUE (VITAMINE C) / ALPHATOCOFEROL,200 / 50,MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,74.5,49.25,74.5,G,0%
4756,6118001050116,HERCEPTIN,TRASTUZUMAB,150,MG,POUDRE POUR PERFUSION,1 BOITE 1 FLACON,6890,6681,6890,P,70%
4757,6118001140596,GAVISCON,ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE,500 / 267,MG / MG,SUSPENSION BUVABLE,1 BOITE 24 SACHET,34.200000000000003,22.6,0,P,70%
4758,6118001220113,SEROHALE 250 ï¿½G,SALMETEROL / FLUTICASONE,25 / 250,ï¿½G / ï¿½G,SUSPENSION POUR INHALATION BUCCALE,1 FLACON 120 DOSE,185,115.6,185,G,70%
4759,6118001184095,SEROHALE 250 ï¿½G,SALMETEROL / FLUTICASONE,25 / 250,ï¿½G / ï¿½G,SUSPENSION POUR INHALATION BUCCALE,1 FLACON 120 DOSE,185,115.6,185,G,70%
4760,6118000140466,FRAXIPARINE,NADROPARINE,2850,UI,SOLUTION INJECTABLE,1 BOITE 2 SERINGUE,96.9,0,96.9,P,70%
4761,6118000140030,ARGININE VEYRON,ARGININE,1,G,SOLUTION BUVABLE,1 BOITE 20 AMPOULE BUVABLE,33.9,22.4,33.9,G,0%
4762,6118000021117,CLORACEF,CEFACLOR,125,MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,46.6,29,46.6,G,70%
4763,6118001270774,TOPIRAMATE GT 50 MG,TOPIRAMATE,50,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME PELLICULE,41,27.1,41,G,0%
4764,6118000140702,TORVA,ATORVASTATINE,10,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,116,72.3,116,G,70%
4765,6118001270019,CARTEOL,CARTEOLOL,1,%,COLLYRE,1 FLACON 3 ML,54.2,35.799999999999997,54.2,P,70%
4766,6118000220091,EURAX,CROTAMITON,10,%,CREME,1 TUBE 20 G,11.25,7.4,11.25,P,0%
4767,6118001120901,MOSCONTIN,MORPHINE,10,MG,COMPRIME LP,1 BOITE 14 COMPRIME,46.7,29.1,46.7,P,70%
4768,6118001200429,EBETAXEL,PACLITAXEL,150,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 25 ML,2317,1973,2317,G,70%
4769,6118000061298,MAGNE B 6,MAGNESIUM / PYRIDOXINE (VITAMINE B6),500 / 125,MG / MG,COMPRIME ENROBE,1 BOITE 50 COMPRIME,30.85,20.399999999999999,30.85,P,0%
4770,6118001110162,OROTREX,ISOTRETINOINE,10,MG,CAPSULE MOLLE,1 BOITE 10 CAPSULE,66,41.1,66,G,70%
4771,6118000091288,KEFOTAX IV,CEFOTAXIME,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,69,43,69,G,70%
4772,6118000092254,EUMOXOL 0.3%,AMBROXOL,0.3,%,SOLUTION BUVABLE,1 FLACON 250 ML,34,22.5,34,G,0%
4773,6118000170259,RANTUDIL RETARD,ACEMETACINE,90,MG,GELULE LP,1 BOITE 20 GELULE,58.9,36.700000000000003,58.9,P,70%
4774,6118000310181,NAPROXENE PHARMA FORT,NAPROXENE,550,MG,GELULE,1 BOITE 30 GELULE,86.7,54,86.7,G,70%
4775,6118000130215,ORUVAIL,KETOPROFENE,100,MG,GELULE LP,1 BOITE 14 GELULE,44,0,44,G,70%
4776,6118010025273,SEPTAZIDE,NIFUROXAZIDE,200,MG,GELULE,1 BOITE 30 GELULE,37.799999999999997,23.5,37.799999999999997,G,70%
4777,6118000090748,RINIAZIDE,RIFAMPICINE / ISONIAZIDE,150 / 100,MG / MG,GELULE,1 BOITE 100 GELULE,173.4,114.7,173.4,G,0%
4778,6118000100089,DIAMICRON LM,GLICLAZIDE,30,MG,COMPRIME LM,1 BOITE 60 COMPRIME,89,55.6,68.5,P,70%
4779,6118000091820,MACROMAX 200 MG/5ML,AZITHROMYCINE,200,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,73,45.5,73,G,70%
4780,6118001181025,ELVORINE,FOLINATE DE CALCIUM,7.5,MG,COMPRIME,1 BOITE 16 COMPRIME,337.8,223.4,337.8,P,0%
4781,6118000090380,GRISEOPHARM,GRISEOFULVINE,500,MG,COMPRIME,1 BOITE 20 COMPRIME,34.5,21.5,34.5,G,70%
4782,6118001071081,STRATTERA 25 MG,ATOMOXETINE,25,MG,GELULE,1 BOITE 7 GELULE,266.5,176.3,266.5,P,0%
4783,6118001270781,TOPIRAMATE GT 50 MG,TOPIRAMATE,50,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,108,71.400000000000006,108,G,0%
4784,6118010116131,ALIMTA,PEMETREXED,500,MG,POUDRE POUR PERFUSION,1 BOITE 1 FLACON,11999,11771,11999,P,70%
4785,6118001070862,ALIMTA,PEMETREXED,500,MG,POUDRE POUR PERFUSION,1 BOITE 1 FLACON,11999,11771,11999,P,70%
4786,6118010121975,ACNO 30 MG,ISOTRETINOINE,31.50,MG,CAPSULE MOLLE,1 BOITE 20 CAPSULE MOLLE,250.8,165.9,250.8,G,0%
4787,6118001271160,ACNO 30 MG,ISOTRETINOINE,31.50,MG,CAPSULE MOLLE,1 BOITE 20 CAPSULE MOLLE,250.8,165.9,250.8,G,0%
4788,6118010029349,PIPORTIL L4,PIPOTIAZINE,100,MG,SOLUTION INJECTABLE,1 AMPOULE 4 ML,155.30000000000001,96.8,155.30000000000001,P,70%
4789,6118001183012,PIPORTIL L4,PIPOTIAZINE,100,MG,SOLUTION INJECTABLE,1 AMPOULE 4 ML,155.30000000000001,96.8,155.30000000000001,P,70%
4790,6118000020714,ATARAX,HYDROXYZINE,25,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME SECABLE,29.1,18.100000000000001,29.1,P,70%
4791,6118001220069,CHOLESTIN 10 MG,SIMVASTATINE,10,MG,COMPRIME SECABLE,1 BOITE 28 COMPRIME,85,53.1,85,G,70%
4792,6118000160700,FLOXAPEN,FLUCLOXACILLINE,500,MG,GELULE,1 BOITE 12 GELULE,69.900000000000006,43.6,50,P,70%
4793,6118000090298,DURESAN,FUROSEMIDE,20,MG,SOLUTION INJECTABLE,1 AMPOULE 2 ML,5.6,3.5,5.6,G,70%
4794,6118000081548,SUSTANON,TESTOSTERONE / TESTOSTERONE,100 / 60,MG / MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,45,29.8,45,P,0%
4795,6118001200283,RADIOSELECTAN URINAIRE ET VASCULAIRE,AMIDOTRIZOATE DE MEGLUMINE ET DE SODIUM,76,%,SOLUTION INJECTABLE,1 FLACON 100 ML,214.2,141.69999999999999,214.2,P,0%
4796,6118000061199,DOGMATIL,SULPIRIDE,50,MG,GELULE,1 BOITE 20 GELULE,32.9,20.5,29.5,P,70%
4797,6118001130023,HYPERIUM,RILMENIDINE,1,MG,COMPRIME,1 BOITE 30 COMPRIME,139.19999999999999,87,139.19999999999999,P,70%
4798,6118010023460,AMUCHIN 3,CHLOROXYDANT / ELECTROLYTIQUE,0.033 / 0.54,G / G,SOLUTION POUR APPLICATION LOCALE,1 FLACON 1 L,37.049999999999997,0,37.049999999999997,G,0%
4799,6118010035296,TOTAPEN,AMPICILLINE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,14.6,0,14.6,P,70%
4800,6118000241096,SODIUM CHLORURE PROMOPHARM,CHLORURE DE SODIUM,10,%,SOLUTION POUR PERFUSION,100 AMPOULE 10 ML,0,153,153,G,0%
4801,6118001030477,EXOCINE,OFLOXACINE,0.3,%,COLLYRE,1 FLACON 5 ML,40.4,25.2,40.4,P,70%
4802,6118001080137,TARGOCID,TEICOPLANINE,200,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 AMPOULE,288,179.5,288,P,70%
4803,6118010125874,MEXINE 250 MG,CIPROFLOXACINE,250,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME PELLICULE,38,25.1,38,G,0%
4804,6118001050437,ROCEPHIN IV,CEFTRIAXONE,500,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,86.4,53.8,80.599999999999994,P,70%
4805,6118001081301,XATRAL LP,ALFUZOSINE,10,MG,COMPRIME LP,1 BOITE 30 COMPRIME,267,166.7,159.30000000000001,P,70%
4806,6118010019890,GENTADEXA,DEXAMETHASONE / GENTAMICINE,,NA / NA,COLLYRE,1 FLACON 10 ML,20,0,20,G,0%
4807,6118001250325,GENTADEXA,DEXAMETHASONE / GENTAMICINE,,NA / NA,COLLYRE,1 FLACON 10 ML,20,0,20,G,0%
4808,6118001020379,METHOTREXATE MYLAN,METHOTREXATE,5,G,SOLUTION INJECTABLE,1 FLACON 200 ML,1392,1124,1392,G,70%
4809,6118000160014,ACTIFED,TRIPROLIDINE / PSEUDOEPHEDRINE / PARACETAMOL,2.5 / 50 / 300,MG / MG / MG,COMPRIME,1 BOITE 20 COMPRIME,20.2,13.3,20.2,P,0%
4810,6118001050611,XELODA,CAPECITABINE,150,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME,0,559.70000000000005,559.70000000000005,P,70%
4811,6118001040148,NATISPRAY,TRINITRINE,0.3,MG,SOLUTION POUR PULVERISATION BUCCALE,1 FLACON 18 ML,69.3,43.3,69.3,G,70%
4812,6118001081936,JEVTANA 60MG/1.5ML,CABAZITAXEL,60,MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 1 FLACON DE SOLUTION A DILUER POUR PERFUSION+FLACON,0,44564,44564,P,0%
4813,6118000220176,VOLTARENE,DICLOFENAC,25,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,16.399999999999999,10.199999999999999,13.4,P,70%
4814,6118000250487,ZITHROMAX,AZITHROMYCINE,300,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 3 SACHET,193.1,120.3,135,P,70%
4815,6118001000036,INFERON,INTERFERON ALFA-2A,3,MUI,SOLUTION INJECTABLE,1 BOITE 1 FLACON,269,168.1,269,G,70%
4816,6118001170470,TAHOR,ATORVASTATINE,10,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME,82.7,51.7,82.7,P,70%
4817,6118010121791,BICALUTAMIDE GT,BICALUTAMIDE,50,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,450,299,450,G,70%
4818,6118001270897,BICALUTAMIDE GT,BICALUTAMIDE,50,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,450,299,450,G,70%
4819,6118000160762,PENAMOX,AMOXICILLINE,250,MG,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME,36.200000000000003,22.5,32.6,P,70%
4820,6118010001819,GASTROCYNESINE,SOUCHE HOMEOPATHIQUE,,NA,COMPRIME,1 BOITE 60 COMPRIME,46,30.2,46,P,0%
4821,6118000080510,TITANOREINE,CARRAGHENATES / DIOXYDE DE TITANE,0.3 / 0.2,G / G,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE,19.3,12.8,19.3,P,0%
4822,6118000021056,ALFATIL,CEFACLOR,500,MG,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME,167.5,104.4,145,P,70%
4823,6118001030040,VOLTARENE LP,DICLOFENAC,100,MG,COMPRIME LP,1 BOITE 10 COMPRIME,51.3,32,51.2,P,70%
4824,6118010118609,FLUCONAZOLE WIN 150,FLUCONAZOLE,150,MG,GELULE,1 BOITE 4 GELULE,64.599999999999994,40.200000000000003,64.599999999999994,G,70%
4825,6118010020520,TEGUMA,TERBINAFINE,1,%,SOLUTION POUR APPLICATION LOCALE,1 FLACON 30 ML,70,43.6,70,G,70%
4826,6118001101085,TEGUMA,TERBINAFINE,1,%,SOLUTION POUR APPLICATION LOCALE,1 FLACON 30 ML,70,43.6,70,G,70%
4827,6118010122835,MIACALCIC 200 UI,CALCITONINE  SYNTHETIQUE DE SAUMON,2200,UI / ML,SOLUTION POUR PULVERISATION NASALE,1 FLACON 2 ML,290,191.8,290,P,0%
4828,6118001030668,MIACALCIC 200 UI,CALCITONINE  SYNTHETIQUE DE SAUMON,2200,UI / ML,SOLUTION POUR PULVERISATION NASALE,1 FLACON 2 ML,290,191.8,290,P,0%
4829,6118000030355,MANNITOL 10% LAPROPHAN,MANNITOL,10,%,SOLUTION POUR PERFUSION,12 FLACON 500 ML,317.60000000000002,210.1,317.60000000000002,G,0%
4830,6118001150670,HOMEOAFTYL,SOUCHE HOMEOPATHIQUE,,NA,COMPRIME A SUCER,1 BOITE 60 COMPRIME,44,29,44,P,0%
4831,6118000270058,EM 80 ACIDE,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 5 L,0,49,49,G,70%
4832,6118010115400,EXFORGE 10 MG/160 MG,AMLODIPINE / VALSARTAN,10 / 160,MG / MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,190.6,119.1,190.6,P,70%
4833,6118001030590,EXFORGE 10 MG/160 MG,AMLODIPINE / VALSARTAN,10 / 160,MG / MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,190.6,119.1,190.6,P,70%
4834,6118000032199,CALCIUM SANDOZ,CALCIUM,500,MG,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME,45.2,28.2,45.2,P,70%
4835,6118001200108,MICROGYNON 30,LEVONORGESTREL / ETHINYLESTRADIOL,0.15 / 0.03,MG / MG,COMPRIME ENROBE,1 BOITE 21 DRAGEE,8.8000000000000007,5.8,8.8000000000000007,P,0%
4836,6118001140763,LAMICTAL,LAMOTRIGINE,25,MG,COMPRIME,1 BOITE 30 COMPRIME,89.8,56,89.8,P,70%
4837,6118001101221,OLMETEC,OLMESARTAN,40,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,256,160.4,256,P,70%
4838,6118010120565,VALEX 500 MG,VALACICLOVIR,500,MG,COMPRIME ENROBE,1 BOITE 14 COMPRIME ENROBE,152.5,100.9,152.5,P,0%
4839,6118000241652,VALEX 500 MG,VALACICLOVIR,500,MG,COMPRIME ENROBE,1 BOITE 14 COMPRIME ENROBE,152.5,100.9,152.5,P,0%
4840,6118001110117,SAGADREPS 20 MG ARï¿½ME ORANGE,BICLOTYMOL,20,MG,PASTILLE A SUCER,1 BOITE 12 PASTILLE,34,0,34,G,0%
4841,6118000032007,STAPHYMYCINE,OXACILLINE,500,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,13.7,9.1,13.7,G,70%
4842,6118000130147,ZIFAR,LORATADINE,10,MG,COMPRIME,1 BOITE 14 COMPRIME,15,9.3000000000000007,15,G,70%
4843,6118001151219,VIRAFERONPEG 100 ï¿½G,INTERFERON ALFA-2B PEGYLE,100,ï¿½G,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,2028,1779,2028,P,70%
4844,6118010020148,MODINE,NIMODIPINE,10,MG,SOLUTION INJECTABLE POUR PERFUSION,1 FLACON 50 ML,162.4,101.5,162.4,G,70%
4845,6118001250370,MODINE,NIMODIPINE,10,MG,SOLUTION INJECTABLE POUR PERFUSION,1 FLACON 50 ML,162.4,101.5,162.4,G,70%
4846,6118010125997,FLUPEN 125 MG/5 ML,FLUCLOXACILLINE,125,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML,22,14.5,22,G,0%
4847,6118001150397,VIRAFERON PEG,INTERFERON ALFA-2B PEGYLE,120,ï¿½G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,0,2389,2389,P,70%
4848,6118001120079,UROMITEXAN,MESNA,400,MG,SOLUTION POUR PERFUSION,15 AMPOULE 4 ML,339,224,339,P,70%
4849,6118001270972,OXONE 500 MG/5ML IV,CEFTRIAXONE,500,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON + AMPOULE,52,32.4,52,G,70%
4850,6118000070573,LISASPIN,ACIDE ACETYLSALICYLIQUE,1,G,POUDRE POUR SOLUTION BUVABLE,1 BOITE 20 SACHET,48.7,30.3,48.7,G,70%
4851,6118010116346,TERBINAFINE GT,TERBINAFINE,250,MG,COMPRIME SECABLE,1 BOITE 7 COMPRIME,75,46.7,75,G,70%
4852,6118001270293,TERBINAFINE GT,TERBINAFINE,250,MG,COMPRIME SECABLE,1 BOITE 7 COMPRIME,75,46.7,75,G,70%
4853,6118000092315,MEGASFON 80 MG,PHLOROGLUCINOL,80,MG,COMPRIME ORODISPERSIBLE,1 BOITE 20 COMPRIME ORODISPERSIBLE,40.5,25.2,40.5,G,70%
4854,6118010035012,MELADININE,METHOXSALENE,10,MG,COMPRIME,1 BOITE 30 COMPRIME,25.5,16.850000000000001,25.5,G,0%
4855,6118010119132,GLIVEC 400MG,IMATINIB,400,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,0,23400,23400,P,0%
4856,6118001030835,GLIVEC 400MG,IMATINIB,400,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,0,23400,23400,P,0%
4857,6118000230090,DIGERVIN 20 MG,FAMOTIDINE,20,MG,COMPRIME,1 BOITE 10 COMPRIME,35,0,35,G,0%
4858,6118010120985,MEIACT 200 MG,CEFDITOREN PIVOXIL,254,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,224.1,148.19999999999999,224.1,P,0%
4859,6118000012702,FLUCONAZOLE WIN 150,FLUCONAZOLE,150,MG,GELULE,1 BOITE 4 GELULE,64.599999999999994,40.200000000000003,64.599999999999994,G,70%
4860,6118010000164,TRITAZIDE,RAMIPRIL / HYDROCHLOROTHIAZIDE,5 / 25,MG / MG,COMPRIME,1 BOITE 14 COMPRIME,60.1,37.6,60.1,P,70%
4861,6118001081455,TRITAZIDE,RAMIPRIL / HYDROCHLOROTHIAZIDE,5 / 25,MG / MG,COMPRIME,1 BOITE 14 COMPRIME,60.1,37.6,60.1,P,70%
4862,6118010118401,TERIX 250 MG,TERBINAFINE,250,MG,COMPRIME,1 BOITE 7 COMPRIME,82,51.1,82,G,70%
4863,6118000021797,TERIX 250 MG,TERBINAFINE,250,MG,COMPRIME,1 BOITE 7 COMPRIME,82,51.1,82,G,70%
4864,6118000010364,CYCLO 3,EXTRAIT DE RUSCUS ACULEATUS / HESPERIDINE METHYL CHALCONE,150 / 150,MG / MG,GELULE,1 BOITE 30 GELULE,74.8,49.5,74.8,P,0%
4865,6118000150091,CLARADOL,PARACETAMOL,500,MG,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME,17.149999999999999,0,17.149999999999999,P,70%
4866,6118010116858,AIRLIX,CETIRIZINE,10,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME ENROBE,91.5,57,91.5,G,70%
4867,6118000050964,AIRLIX,CETIRIZINE,10,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME ENROBE,91.5,57,91.5,G,70%
4868,6118010121821,SIMVASTATINE GT,SIMVASTATINE,40,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME ENROBE,58.8,38.9,58.8,G,70%
4869,6118000330257,SIMVASTATINE GT,SIMVASTATINE,40,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME ENROBE,58.8,38.9,58.8,G,70%
4870,6118000012375,LARGACTIL,CHLORPROMAZINE,100,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME,17.100000000000001,10.6,17.100000000000001,P,70%
"4871,6118001200627,""INNOHEP 10 000 UI ANTI-XA/0,5 ML"",TINZAPARINE,10000,UI,SOLUTION INJECTABLE,1 BOITE 2 SERINGUE PREREMPLIE,267,167.1,267,P,70%"
4872,6118000140184,DISPAMOX,AMOXICILLINE,125,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML,25.4,15.8,25.4,G,70%
4873,6118010117879,IBUMAC 100 MG/ 5 ML,IBUPROFENE,100,MG,SUSPENSION BUVABLE,1 FLACON 200 ML,19,11.8,19,G,70%
4874,6118000210153,IBUMAC 100 MG/ 5 ML,IBUPROFENE,100,MG,SUSPENSION BUVABLE,1 FLACON 200 ML,19,11.8,19,G,70%
4875,6118010117718,AVANDAMET,ROSIGLITAZONE / METFORMINE,4 / 1000,MG / MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,112,74.099999999999994,112,P,0%
4876,6118001142040,AVANDAMET,ROSIGLITAZONE / METFORMINE,4 / 1000,MG / MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,112,74.099999999999994,112,P,0%
4877,6118010020308,OLICLINOMEL N7-1000E,ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES,,NA / NA,SOLUTION ET EMULSION POUR PERFUSION,1 POCHE 2 L,0,410,410,G,0%
4878,6118001250448,OLICLINOMEL N7-1000E,ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES,,NA / NA,SOLUTION ET EMULSION POUR PERFUSION,1 POCHE 2 L,0,410,410,G,0%
4879,6118001181605,METHOTREXATE BIODIM,METHOTREXATE,25,MG,SOLUTION INJECTABLE,1 FLACON 1 ML,47.1,29.4,47.1,G,70%
4880,6118010024368,GASTROP,CIMETIDINE,400,MG,COMPRIME,1 BOITE 50 COMPRIME,165.75,0,165.75,G,70%
4881,6118010126000,FLUPEN 250 MG/5 ML,FLUCLOXACILLINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,34,22.5,34,G,0%
4882,6118000040866,UROSTA,OXYBUTININE,5,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,62.75,41.5,62.75,G,0%
4883,6118001120628,LESCOL,FLUVASTATINE,40,MG,GELULE,1 BOITE 14 GELULE,164.1,108.5,164.1,P,70%
4884,6118000032526,GLUCOSE 5% LAPROPHAN,GLUCOSE,5,%,SOLUTION POUR PERFUSION,1 POCHE 100 ML,16.600000000000001,11,16.600000000000001,G,0%
4885,6118000090571,PEVAGINE,ECONAZOLE,1,%,CREME,1 TUBE 30 G,33.1,20.6,33.1,G,70%
4886,6118001250615,CHEMOSET,ONDANSETRON,8,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME PELLICULE,357,236,357,G,70%
4887,6118000070238,BIOMOX,AMOXICILLINE,500,MG,GELULE,1 BOITE 12 GELULE,39.799999999999997,24.8,39.799999999999997,G,70%
4888,6118000032045,TETRACYCLINE LAPROPHAN,TETRACYCLINE,4,%,POUDRE POUR APPLICATION LOCALE,1 TUBE 25 G,13.9,9.1999999999999993,13.9,G,70%
4889,6118001170166,FELDENE FAST,PIROXICAM,20,MG,COMPRIME SUBLINGUAL,1 BOITE 20 COMPRIME,78.900000000000006,49.1,78.900000000000006,P,70%
4890,6118001230044,URO 3000 GLYCOCOLLE AGUETTANT,GLYCOCOLLE,1.5,G,SOLUTION POUR IRRIGATION,1 POCHE 3 L,110,0,110,P,0%
4891,6118000090441,MUCOSTEINE,CARBOCYSTEINE,5,%,SIROP,1 FLACON 125 ML,21.55,14.2,21.55,G,0%
4892,6118010035692,KALEST,OMEPRAZOLE,20,MG,GELULE,1 BOITE 14 GELULE,42,26.2,42,G,70%
4893,6118001271108,MEIACT 200 MG,CEFDITOREN PIVOXIL,254,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,224.1,148.19999999999999,224.1,P,0%
4894,6118000020882,MANNITOL 20 % SOTHEMA,MANNITOL,20,%,SOLUTION POUR PERFUSION,1 POCHE 500 ML,27.9,18.45,27.9,G,0%
4895,6118001050727,MIRCERA 50 ï¿½G/0.3 ML,EPOETINE BETA,50,ï¿½G,SOLUTION INJECTABLE,1 BOITE 1 SERINGUE PREREMPLIE,0,1102,1102,P,0%
4896,6118000250630,FELDENE,PIROXICAM,0.5,%,GEL,1 TUBE 50 G,73.400000000000006,48.5,73.400000000000006,P,0%
4897,6118001181681,MICROPAQUE COLON,SULFATE DE BARYUM,369.52,G,POUDRE RECTALE,1 POCHE 400 G,101.7,67.3,101.7,P,0%
4898,6118000041016,COTIPRED,PREDNISOLONE,20,MG,COMPRIME SECABLE EFFERVESCENT,1 BOITE 20 COMPRIME EFFERVESCENT,48.5,30.3,48.5,G,70%
4899,6118010125423,SUPPOSEDAL PARACETAMOL ENFANT,GELSEMIUM / GRINDELIA / PARACETAMOL,10 / 20 / 250,MG / MG / MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE,20,13.2,20,G,0%
4900,6118010125416,SUPPOSEDAL PARACETAMOL NOURRISSON,GELSEMIUM / GRINDELIA / PARACETAMOL,5 / 10 / 100,MG / MG / MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE,17,11.2,17,G,0%
4901,6118001170326,SOLU MEDROL,METHYLPREDNISOLONE,500,MG,POUDRE POUR PERFUSION,1 BOITE 10 FLACON,1368,1100,1368,P,70%
4902,6118001161264,TAGAMET,CIMETIDINE,400,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME,134.65,0,32,P,70%
4903,6118001020232,ETOPOSIDE MYLAN,ETOPOSIDE,20,MG,SOLUTION A DILUER POUR PERFUSION,10 FLACON 10 ML,1465,1200,1465,G,70%
4904,6118000140016,ANTINAL,NIFUROXAZIDE,4,%,SUSPENSION BUVABLE,1 FLACON 90 ML,21.2,13.2,21.2,G,70%
4905,6118000040842,TRIMAREL,TRIMETAZIDINE,20,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME PELLICULE,71.3,44.6,71.3,G,70%
